xpath,2009v1.0,2009v1.1,2009v1.2,2009v1.3,2009v1.4,2009v1.7,2010v3.2,2010v3.4,2010v3.6,2010v3.7,2011v1.2,2011v1.3,2011v1.4,2011v1.5,2012v2.0,2012v2.1,2012v2.2,2012v2.3,2012v3.0,2013v3.0,2013v3.1,2013v4.0,2014v5.0,2014v6.0,2015v2.0,2015v2.1
/RETURN/RETURNDATA/IRS990SCHEDULEC/ORGBELONGSTOAFFILIATEDGROUP/#TEXT,,,,,X 8,X 62,X 8,X 99,X 2,X 64,X 106,X 6,,X 214,,X 282,X 22,X 215,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/OTHERACTIVITIES,X 2,,X 247,X 131,X 134,X 2360,X 1933,X 5841,X 58,X 2118,X 15236,X 3003,X 3,X 7777,X 2490,X 16995,X 398,X 3645,X 181,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/OTHERACTIVITIESAMOUNT,X 1,,X 46,X 44,X 46,X 1088,X 461,X 2399,X 8,X 804,X 2808,X 264,,X 3496,X 981,X 6968,X 26,X 1774,X 99,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/OTHERACTIVITIESAMT,,,,,,,,,,,,,,,,,,,,X 3324,X 1664,X 7816,X 7464,X 9723,X 516,X 8527
/RETURN/RETURNDATA/IRS990SCHEDULEC/OTHERACTIVITIESIND,,,,,,,,,,,,,,,,,,,,X 6428,X 7660,X 16275,X 20005,X 20193,X 1578,X 22414
/RETURN/RETURNDATA/IRS990SCHEDULEC/OTHEREXEMPTPURPOSEEXPENDGRP/AFFILIATEDGROUPTOTALAMT,,,,,,,,,,,,,,,,,,,,X 232,X 168,X 812,X 607,X 1047,X 46,X 714
/RETURN/RETURNDATA/IRS990SCHEDULEC/OTHEREXEMPTPURPOSEEXPENDGRP/FILINGORGANIZATIONSTOTALAMT,,,,,,,,,,,,,,,,,,,,X 4688,X 2932,X 7073,X 11589,X 9171,X 1853,X 13404
/RETURN/RETURNDATA/IRS990SCHEDULEC/OTHEREXEMPTPURPOSEEXPENDITURES/AFFILIATEDGROUPTOTALS,,,,X 5,X 11,X 142,X 67,X 185,X 2,X 154,X 216,X 20,,X 461,X 101,X 518,X 22,X 287,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/OTHEREXEMPTPURPOSEEXPENDITURES/FILINGORGANIZATIONSTOTALS,,,X 59,X 36,X 78,X 807,X 713,X 2130,X 8,X 527,X 3947,X 153,,X 2785,X 1936,X 7237,X 160,X 1401,X 66,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/PAIDSTAFFORMANAGEMENT,X 2,,X 278,X 131,X 135,X 2388,X 2006,X 5924,X 58,X 2172,X 15450,X 3031,X 3,X 7797,X 2486,X 17202,X 402,X 3713,X 176,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/PAIDSTAFFORMANAGEMENTIND,,,,,,,,,,,,,,,,,,,,X 6396,X 7948,X 16277,X 20320,X 20199,X 1578,X 22678
/RETURN/RETURNDATA/IRS990SCHEDULEC/POLITICALEXPENDITURES,,X 1,X 9,X 17,X 53,X 242,X 602,X 1004,X 6,X 66,X 2430,X 63,,X 792,X 1231,X 4002,X 128,X 475,X 27,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/POLITICALEXPENDITURESAMT,,,,,,,,,,,,,,,,,,,,X 3044,X 2448,X 2296,X 8825,X 3060,X 1406,X 8821
/RETURN/RETURNDATA/IRS990SCHEDULEC/PUBLICATIONSORBROADCAST,X 2,,X 278,X 131,X 135,X 2380,X 2000,X 5895,X 58,X 2158,X 15413,X 3029,X 3,X 7770,X 2486,X 17148,X 399,X 3677,X 181,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/PUBLICATIONSORBROADCASTAMOUNT,,,X 14,X 7,X 5,X 59,X 49,X 183,,X 59,X 280,X 24,,X 158,X 121,X 489,X 14,X 225,X 6,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/PUBLICATIONSORBROADCASTAMT,,,,,,,,,,,,,,,,,,,,X 296,X 296,X 766,X 804,X 956,X 51,X 826
/RETURN/RETURNDATA/IRS990SCHEDULEC/PUBLICATIONSORBROADCASTIND,,,,,,,,,,,,,,,,,,,,X 6368,X 7960,X 16199,X 20233,X 20114,X 1578,X 22547
/RETURN/RETURNDATA/IRS990SCHEDULEC/RALLIESDEMONSTRATIONS,X 2,,X 277,X 131,X 135,X 2379,X 1998,X 5898,X 58,X 2170,X 15415,X 3029,X 3,X 7794,X 2486,X 17170,X 396,X 3701,X 181,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/RALLIESDEMONSTRATIONSAMOUNT,,,X 23,X 6,X 5,X 136,X 75,X 374,,X 120,X 398,X 64,,X 436,X 213,X 906,X 10,X 328,X 12,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/RALLIESDEMONSTRATIONSAMT,,,,,,,,,,,,,,,,,,,,X 436,X 496,X 1174,X 1327,X 1400,X 88,X 1386
/RETURN/RETURNDATA/IRS990SCHEDULEC/RALLIESDEMONSTRATIONSIND,,,,,,,,,,,,,,,,,,,,X 6388,X 7960,X 16214,X 20273,X 20114,X 1578,X 22593
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/ADDRESSFOREIGN/ADDRESSLINE1,,,,,,,,G 17,,,G 1,,,,G 1,,,,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/ADDRESSFOREIGN/CITY,,,,,,,,G 17,,,G 1,,,,G 1,,,,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/ADDRESSFOREIGN/COUNTRY,,,,,,,,G 17,,,G 1,,,,G 1,,,,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/ADDRESSFOREIGN/POSTALCODE,,,,,,,,G 1,,,G 1,,,,G 1,,,,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/ADDRESSFOREIGN/PROVINCEORSTATE,,,,,,,,G 17,,,,,,,,,,,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/ADDRESSUS/ADDRESSLINE1,,,X 1,G 6,G 40,G 221,G 2,G 2186,X 2,G 18,G 2963,G 80,,G 268,G 863,G 3540,G 74,G 202,G 8,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/ADDRESSUS/ADDRESSLINE2,,,,,,,G 31,G 13,,,G 40,,,G 1,G 18,G 38,,G 9,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/ADDRESSUS/CITY,,,X 1,G 6,G 40,G 221,G 121,G 2186,X 2,G 18,G 2963,G 80,,X 2,G 863,G 3540,G 74,G 202,X 1,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/ADDRESSUS/STATE,,,X 1,G 6,G 40,G 221,G 2,G 7,X 2,G 18,G 2963,G 80,,G 268,G 863,G 951,G 74,G 202,G 8,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/ADDRESSUS/ZIPCODE,,,X 1,G 6,G 40,G 221,G 1155,G 7,X 2,G 18,G 364,G 80,,G 268,G 863,G 3540,G 21,G 129,G 8,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/AMTOFCONTRIBSRECDDELIVERED,,,X 1,G 6,G 26,G 96,G 427,G 170,,G 9,G 116,G 33,,G 126,G 340,G 966,G 36,G 64,G 3,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/AMTPDFROMINTERNALFUNDS,,,,,G 22,G 168,G 859,G 7,X 2,G 7,G 275,G 65,,X 1,G 607,G 2952,G 21,G 65,G 7,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/EIN,,,X 1,G 6,G 39,G 146,G 651,G 1227,,G 16,G 1665,G 50,,G 207,G 532,G 1859,G 36,G 118,X 1,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/NAMEOF527ORGANIZATION/BUSINESSNAMELINE1,,,X 1,G 6,G 40,G 221,G 121,G 2204,X 2,G 18,G 2964,G 80,,X 2,G 864,G 3540,G 74,G 202,X 1,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SEC527POLORGS/NAMEOF527ORGANIZATION/BUSINESSNAMELINE2,,,,,,G 7,G 6,G 14,,G 8,G 37,G 41,,G 21,G 2,G 26,G 1,G 33,G 4,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION4955MANAGERSTAXAMT,,,,,,,,,,,,,,,,,,,,X 356,X 20,X 424,X 525,X 535,,X 689
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION4955ORGANIZATIONTAXAMT,,,,,,,,,,,,,,,,,,,,X 364,X 28,X 434,X 550,X 541,X 7,X 708
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/CONTRIBUTIONSRCVDDLVRAMT,,,,,,,,,,,,,,,,,,,,G 653,G 369,G 512,G 1199,G 513,G 233,G 1078
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/EIN,,,,,,,,,,,,,,,,,,,,G 1625,G 712,G 547,G 1679,G 500,G 469,G 2557
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/FOREIGNADDRESS/ADDRESSLINE1,,,,,,,,,,,,,,,,,,,,,G 1,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/FOREIGNADDRESS/ADDRESSLINE1TXT,,,,,,,,,,,,,,,,,,,,,,,G 1,,,G 2
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/FOREIGNADDRESS/CITY,,,,,,,,,,,,,,,,,,,,,G 1,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/FOREIGNADDRESS/CITYNM,,,,,,,,,,,,,,,,,,,,,,,G 1,,,G 2
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/FOREIGNADDRESS/COUNTRY,,,,,,,,,,,,,,,,,,,,,G 1,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/FOREIGNADDRESS/COUNTRYCD,,,,,,,,,,,,,,,,,,,,,,,G 1,,,G 2
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/FOREIGNADDRESS/FOREIGNPOSTALCD,,,,,,,,,,,,,,,,,,,,,,,G 1,,,G 2
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/FOREIGNADDRESS/POSTALCODE,,,,,,,,,,,,,,,,,,,,,G 1,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/FOREIGNADDRESS/PROVINCEORSTATE,,,,,,,,,,,,,,,,,,,,,G 1,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/FOREIGNADDRESS/PROVINCEORSTATENM,,,,,,,,,,,,,,,,,,,,,,,G 1,,,G 2
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/ORGANIZATIONBUSINESSNAME/BUSINESSNAMELINE1,,,,,,,,,,,,,,,,,,,,G 2803,G 1463,G 862,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/ORGANIZATIONBUSINESSNAME/BUSINESSNAMELINE1TXT,,,,,,,,,,,,,,,,,,,,,,,G 2880,G 1067,G 949,G 3998
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/ORGANIZATIONBUSINESSNAME/BUSINESSNAMELINE2,,,,,,,,,,,,,,,,,,,,G 11,G 97,G 31,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/ORGANIZATIONBUSINESSNAME/BUSINESSNAMELINE2TXT,,,,,,,,,,,,,,,,,,,,,,,G 110,G 56,,G 110
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/PAIDINTERNALFUNDSAMT,,,,,,,,,,,,,,,,,,,,G 2451,G 1072,G 3,G 3967,G 835,G 360,G 2259
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/USADDRESS/ADDRESSLINE1,,,,,,,,,,,,,,,,,,,,G 2803,G 1462,G 862,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/USADDRESS/ADDRESSLINE1TXT,,,,,,,,,,,,,,,,,,,,,,,G 4969,G 33,G 950,G 3996
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/USADDRESS/ADDRESSLINE2,,,,,,,,,,,,,,,,,,,,G 26,G 59,G 2,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/USADDRESS/ADDRESSLINE2TXT,,,,,,,,,,,,,,,,,,,,,,,G 55,G 16,,G 72
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/USADDRESS/CITY,,,,,,,,,,,,,,,,,,,,G 2803,G 1462,G 862,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/USADDRESS/CITYNM,,,,,,,,,,,,,,,,,,,,,,,G 4969,G 1067,G 950,G 3996
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/USADDRESS/STATE,,,,,,,,,,,,,,,,,,,,G 2803,G 1462,G 862,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/USADDRESS/STATEABBREVIATIONCD,,,,,,,,,,,,,,,,,,,,,,,G 2882,G 1067,G 950,G 3996
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/USADDRESS/ZIPCD,,,,,,,,,,,,,,,,,,,,,,,G 4969,G 1067,G 950,G 3996
/RETURN/RETURNDATA/IRS990SCHEDULEC/SECTION527POLITICALORGGRP/USADDRESS/ZIPCODE,,,,,,,,,,,,,,,,,,,,G 2803,G 1462,G 862,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/@SOFTWAREID,,X 2,X 211,X 82,X 52,X 295,X 2469,X 1004,,,X 5921,,,X 1673,X 9228,X 1151,X 2409,,X 46,X 916,X 10248,X 5800,X 16759,X 8298,X 14454,X 6855
/RETURN/RETURNDATA/IRS990SCHEDULEC/@SOFTWAREVERSION,,,X 211,X 82,X 52,X 295,X 2415,X 1004,,,X 5781,,,X 1673,X 9228,X 931,X 2409,,X 46,X 916,X 9976,X 5711,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 16382,X 8208,X 14454,X 6440
/RETURN/RETURNDATA/IRS990SCHEDULEC/SUBSTANTIALLYALLDUESNONDEDIND,,,,,,,,,,,,,,,,,,,,X 19320,X 19584,X 13695,X 59998,X 18409,X 9625,X 67493
/RETURN/RETURNDATA/IRS990SCHEDULEC/SUBSTANTIALLYALLDUESNONDEDUCT,X 2,,X 74,X 88,X 117,X 789,X 3241,X 4647,X 58,X 951,X 21005,X 310,,X 4386,X 7336,X 24449,X 752,X 3308,X 133,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/SUPPLEMENTALINFORMATIONDETAIL/EXPLANATIONTXT,,,,,,,,,,,,,,,,,,,,G 2483,G 1726,G 3628,G 4993,G 91,G 528,G 4748
/RETURN/RETURNDATA/IRS990SCHEDULEC/SUPPLEMENTALINFORMATIONDETAIL/FORMANDLINEREFERENCEDESC,,,,,,,,,,,,,,,,,,,,G 2484,G 1730,G 9,G 5000,G 3958,G 529,G 4752
/RETURN/RETURNDATA/IRS990SCHEDULEC/TAX4912AMT,,,,,,,,,,,,,,,,,,,,X 36,,X 15,X 33,X 24,,X 33
/RETURN/RETURNDATA/IRS990SCHEDULEC/TAXABLEAMOUNT,,,X 7,X 12,X 32,X 195,X 450,X 919,,X 82,X 2806,X 93,,X 744,X 384,X 4960,X 129,X 679,X 31,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TAXABLEAMT,,,,,,,,,,,,,,,,,,,,X 4292,X 1920,X 2418,X 9837,X 3073,X 266,X 11854
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALDIRECTLOBBYING/AFFILIATEDGROUPTOTALS,,,,X 5,X 11,X 138,X 66,X 175,X 2,X 150,X 210,X 20,,X 446,X 95,X 482,X 22,X 259,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALDIRECTLOBBYING/FILINGORGANIZATIONSTOTALS,,,X 59,X 35,X 73,X 714,X 604,X 1944,X 6,X 495,X 3543,X 137,,X 2472,X 1579,X 6453,X 120,X 1211,X 61,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALDIRECTLOBBYINGGRP/AFFILIATEDGROUPTOTALAMT,,,,,,,,,,,,,,,,,,,,X 228,X 156,X 732,X 600,X 938,X 32,X 733
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALDIRECTLOBBYINGGRP/FILINGORGANIZATIONSTOTALAMT,,,,,,,,,,,,,,,,,,,,X 4088,X 2448,X 6108,X 9920,X 7709,X 1575,X 11393
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALEXEMPTFUNCTIONEXPENDAMT,,,,,,,,,,,,,,,,,,,,X 1356,X 1248,X 890,X 4283,X 1167,X 603,X 4619
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALEXEMPTPURPOSEEXPENDGRP/AFFILIATEDGROUPTOTALAMT,,,,,,,,,,,,,,,,,,,,X 244,X 208,X 877,X 647,X 1065,X 52,X 797
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALEXEMPTPURPOSEEXPENDGRP/FILINGORGANIZATIONSTOTALAMT,,,,,,,,,,,,,,,,,,,,X 4860,X 3172,X 7393,X 12277,X 9580,X 2000,X 14153
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALEXEMPTPURPOSEEXPENDITURES/AFFILIATEDGROUPTOTALS,,,,X 5,X 11,X 148,X 73,X 191,X 2,X 154,X 260,X 20,,X 482,X 105,X 592,X 22,X 287,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALEXEMPTPURPOSEEXPENDITURES/FILINGORGANIZATIONSTOTALS,,,X 59,X 38,X 78,X 823,X 759,X 2187,X 8,X 543,X 4205,X 151,,X 2884,X 2064,X 7598,X 167,X 1500,X 76,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALEXMPTFUNCTIONEXPENDITURES,,,X 4,X 4,X 9,X 68,X 643,X 368,X 2,X 24,X 1086,X 51,,X 289,X 664,X 1719,X 84,X 199,X 21,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALGRASSROOTSLOBBYING/AFFILIATEDGROUPTOTALS,,,X 2,X 5,X 3,X 54,X 17,X 106,,X 110,X 146,X 19,,X 239,X 14,X 307,X 23,X 159,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALGRASSROOTSLOBBYING/FILINGORGANIZATIONSTOTALS,,,X 57,X 21,X 24,X 382,X 300,X 1168,X 2,X 292,X 2139,X 81,,X 1347,X 993,X 3858,X 75,X 620,X 41,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALGRASSROOTSLOBBYINGGRP/AFFILIATEDGROUPTOTALAMT,,,,,,,,,,,,,,,,,,,,X 164,X 100,X 445,X 411,X 567,X 14,X 545
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALGRASSROOTSLOBBYINGGRP/FILINGORGANIZATIONSTOTALAMT,,,,,,,,,,,,,,,,,,,,X 2716,X 1416,X 3445,X 6168,X 4364,X 866,X 7283
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALLOBBYINGEXPENDGRP/AFFILIATEDGROUPTOTALAMT,,,,,,,,,,,,,,,,,,,,X 244,X 196,X 837,X 682,X 1059,X 39,X 769
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALLOBBYINGEXPENDGRP/FILINGORGANIZATIONSTOTALAMT,,,,,,,,,,,,,,,,,,,,X 4584,X 2820,X 6677,X 11143,X 8527,X 1749,X 12714
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALLOBBYINGEXPENDITURES2/CURRENTYEAR,,,X 58,X 35,X 77,X 798,X 672,X 2036,X 8,X 525,X 3651,X 147,,X 2640,X 1765,X 6585,X 116,X 1396,X 71,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALLOBBYINGEXPENDITURES2/CURRENTYEARMINUS1,,,X 56,X 32,X 70,X 769,X 641,X 1919,X 8,X 491,X 3538,X 155,,X 2585,X 1724,X 6365,X 119,X 1357,X 65,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALLOBBYINGEXPENDITURES2/CURRENTYEARMINUS2,,,X 53,X 28,X 63,X 687,X 587,X 1802,X 6,X 455,X 3296,X 147,,X 2415,X 1642,X 6167,X 120,X 1306,X 60,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALLOBBYINGEXPENDITURES2/CURRENTYEARMINUS3,,,X 53,X 27,X 61,X 643,X 521,X 1646,X 6,X 429,X 3072,X 141,,X 2262,X 1590,X 5808,X 101,X 1228,X 50,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALLOBBYINGEXPENDITURES2/TOTAL,,,X 58,X 36,X 81,X 841,X 738,X 2129,X 8,X 539,X 4023,X 161,,X 2805,X 1976,X 7163,X 137,X 1489,X 66,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALLOBBYINGEXPENDITURES/AFFILIATEDGROUPTOTALS,,,,X 5,X 11,X 145,X 72,X 187,X 2,X 154,X 252,X 20,,X 470,X 98,X 568,X 22,X 263,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALLOBBYINGEXPENDITURESAMT,,,,,,,,,,,,,,,,,,,,X 6416,X 3612,X 15024,X 14624,X 18658,X 1167,X 16771
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALLOBBYINGEXPENDITURES/FILINGORGANIZATIONSTOTALS,,,X 58,X 37,X 73,X 775,X 675,X 2107,X 6,X 513,X 3960,X 139,,X 2679,X 1787,X 7170,X 127,X 1336,X 76,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTALLOBBYINGEXPENDITURESIIB,X 1,X 1,X 157,X 97,X 111,X 2126,X 1322,X 4913,X 18,X 1494,X 6064,X 526,,X 6588,X 2236,X 13693,X 143,X 3262,X 166,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTLBBYEXPENDMNSLBBYNGNONTXGRP/AFFILIATEDGROUPTOTALAMT,,,,,,,,,,,,,,,,,,,,X 184,X 52,X 416,X 369,X 596,X 6,X 408
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTLBBYEXPENDMNSLBBYNGNONTXGRP/FILINGORGANIZATIONSTOTALAMT,,,,,,,,,,,,,,,,,,,,X 4636,X 312,X 4750,X 7597,X 6280,X 147,X 9891
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTLBBYNGGRASSROOTMNSNONTXGRP/AFFILIATEDGROUPTOTALAMT,,,,,,,,,,,,,,,,,,,,X 184,X 16,X 351,X 364,X 596,,X 415
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTLBBYNGGRASSROOTMNSNONTXGRP/FILINGORGANIZATIONSTOTALAMT,,,,,,,,,,,,,,,,,,,,X 4636,X 184,X 4605,X 7441,X 6154,X 95,X 9752
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTLOBBYEXPENDMNSLOBBYINGNONTX/AFFILIATEDGROUPTOTALS,,,,X 4,X 6,X 69,X 17,X 151,,X 12,X 190,X 4,,X 120,X 4,X 464,,X 8,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTLOBBYEXPENDMNSLOBBYINGNONTX/FILINGORGANIZATIONSTOTALS,,,X 56,X 8,X 66,X 508,X 253,X 1925,,X 76,X 2894,X 6,,X 1592,X 507,X 6468,X 10,X 121,X 56,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTLOBBYINGGRASSROOTMINUSNONTX/AFFILIATEDGROUPTOTALS,,,,X 4,X 6,X 66,X 14,X 151,,X 14,X 156,X 6,,X 117,,X 401,,X 4,,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/TOTLOBBYINGGRASSROOTMINUSNONTX/FILINGORGANIZATIONSTOTALS,,,X 56,X 7,X 66,X 507,X 233,X 1924,,X 68,X 2825,X 8,,X 1571,X 426,X 6417,X 4,X 68,X 51,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/VOLUNTEERHOURS,,,X 8,X 13,X 33,X 135,X 233,X 530,X 2,X 34,X 1139,X 36,,X 335,X 557,X 1612,X 18,X 99,X 10,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/VOLUNTEERHOURSCNT,,,,,,,,,,,,,,,,,,,,X 1280,X 768,X 1078,X 3253,X 1413,X 76,X 3627
/RETURN/RETURNDATA/IRS990SCHEDULEC/VOLUNTEERS,X 2,,X 278,X 131,X 136,X 2385,X 2004,X 5917,X 58,X 2156,X 15123,X 550,,X 7770,X 2486,X 17211,X 248,X 3677,X 181,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULEC/VOLUNTEERSIND,,,,,,,,,,,,,,,,,,,,X 6336,X 7972,X 16233,X 20169,X 20108,X 1578,X 22521
/RETURN/RETURNDATA/IRS990SCHEDULED/ADDITIONSDURINGYEAR,,,X 13,X 18,X 30,X 220,X 228,X 613,X 2,X 84,X 1282,X 28,,X 662,X 448,X 2232,X 76,X 297,X 5,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULED/ADDITIONSDURINGYEARAMT,,,,,,,,,,,,,,,,,,,,X 1436,X 660,X 1918,X 3121,X 2564,X 338,X 3105
/RETURN/RETURNDATA/IRS990SCHEDULED/AGENTTRUSTEEETC,X 1,,X 174,X 726,X 100,X 4557,X 8135,X 11823,X 1132,X 8077,X 46070,X 246,,X 21726,X 2802,X 14167,X 560,X 1974,X 93,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULED/AGENTTRUSTEEETCIND,,,,,,,,,,,,,,,,,,,,X 9372,X 5704,X 12243,X 25825,X 19164,X 1990,X 32038
/RETURN/RETURNDATA/IRS990SCHEDULED/AGGREGATEDAFVALUE,,,X 41,X 25,X 45,X 293,X 429,X 1075,X 6,X 158,X 2332,X 52,,X 950,X 1016,X 3526,X 106,X 637,X 30,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULED/AGGREGATEFUNDVALUE,,,X 38,X 11,X 12,X 113,X 170,X 460,,X 66,X 1013,X 24,,X 389,X 458,X 1310,X 51,X 288,X 10,,,,,,,
/RETURN/RETURNDATA/IRS990SCHEDULED/ARERELATEDORGSLISTEDSCHEDULER,X 7,,X 169,X 809,X 50,X 4796,X 9828,X 10044,X 1132,X 8197,X 44115,X 191,,X 22547,X 9287,X 5060,X 284,X 1081,X 98,,,,,,,
